,authors,publicationNumber,publicationDate,articleNumber,articleTitle,downloadCount,abstract,articleContentType,authorsAffilationCountry,extracted_class
29,"[{'preferredName': 'Hanxiao Zhang', 'normalizedName': 'H. Zhang', 'firstName': 'Hanxiao', 'lastName': 'Zhang', 'searchablePreferredName': 'Hanxiao Zhang', 'id': 37086230179}, {'preferredName': 'Wei Song', 'normalizedName': 'W. Song', 'firstName': 'Wei', 'lastName': 'Song', 'searchablePreferredName': 'Wei Song', 'id': 37400225000}, {'preferredName': 'Xianjun Liu', 'normalizedName': 'X. Liu', 'firstName': 'Xianjun', 'lastName': 'Liu', 'searchablePreferredName': 'Xianjun Liu', 'id': 37086703365}, {'preferredName': 'Lizhen Liu', 'normalizedName': 'L. Liu', 'firstName': 'Lizhen', 'lastName': 'Liu', 'searchablePreferredName': 'Lizhen Liu', 'id': 37085776715}, {'preferredName': 'Xinlei Zhao', 'normalizedName': 'X. Zhao', 'firstName': 'Xinlei', 'lastName': 'Zhao', 'searchablePreferredName': 'Xinlei Zhao', 'id': 37086268985}]",8851232,29-31 March 2019,8873447,Query Classification Based on Automatic Learning Query Representation,72,"Recently, both commercial websites and search engines require people to enter [::query::] keywords to get useful information. It is becoming increasingly important to understand the user&#39;s intentions. [::Query::] classification task is quite helpful to commercial websites and search engines, and its goal is to classify the [::query::] to predefined categories to better understand the needs of the ...",Conferences,"[None, 'CHN', 'CHN', 'CHN', 'CHN']",MEDI
30,"[{'preferredName': 'chen yujun', 'normalizedName': 'c. yujun', 'firstName': 'chen', 'lastName': 'yujun', 'searchablePreferredName': 'chen yujun', 'id': 37087801954}, {'preferredName': 'Yuansheng Lou', 'normalizedName': 'Y. Lou', 'firstName': 'Yuansheng', 'lastName': 'Lou', 'searchablePreferredName': 'Yuansheng Lou', 'id': 37404735700}, {'preferredName': 'Feng Ye', 'normalizedName': 'F. Ye', 'firstName': 'Feng', 'lastName': 'Ye', 'searchablePreferredName': 'Feng Ye', 'id': 38484785900}]",8570998,19-23 Oct. 2018,8572544,Research on Data Query Optimization Based on SparkSQL and MongoDB,447,"With the arrival of the era of big data, the analysis and processing of massive data has become a very critical computing problem. This paper proposes a [::query::] optimization method based on SparkSQL and MongoDB. It analyzes the principle and compares it with other literature in order to draw the conclusion. The conclusion shows that when dealing with problems such as interactive SQL [::queries...",Conferences,"['CHN', 'CHN', 'CHN']",MEDI
31,"[{'preferredName': 'Evandrino G. Barros', 'normalizedName': 'E. G. Barros', 'firstName': 'Evandrino G.', 'lastName': 'Barros', 'searchablePreferredName': 'Evandrino G. Barros', 'id': 37085806330}, {'preferredName': 'Fernando G. D. C. Ferreira', 'normalizedName': 'F. G. D. C. Ferreira', 'firstName': 'Fernando G. D. C.', 'lastName': 'Ferreira', 'searchablePreferredName': 'Fernando G. D. C. Ferreira', 'id': 37086080200}, {'preferredName': 'Alberto H. F. Laender', 'normalizedName': 'A. H. F. Laender', 'firstName': 'Alberto H. F.', 'lastName': 'Laender', 'searchablePreferredName': 'Alberto H. F. Laender', 'id': 37282119100}]",7491933,16-20 May 2016,7495641,Parallelizing multiple keyword queries over XML streams,128,"Web users tend to focus their attention on stream data rather than on archival one. In an XML stream environment, data arrive continuously, which means that [::queries::] must be evaluated for producing results on the fly. Thus, it is crucial to count on algorithms that efficiently evaluate multiple [::queries::], usually expressed in terms of keywords, over several XML streams. However, there are...",Conferences,"['BRA', 'BRA', 'BRA']",MEDI
32,"[{'preferredName': 'M. Priya', 'normalizedName': 'M. Priya', 'firstName': 'M.', 'lastName': 'Priya', 'searchablePreferredName': 'M. Priya', 'id': 37085894227}, {'preferredName': 'R. Kalpana', 'normalizedName': 'R. Kalpana', 'firstName': 'R.', 'lastName': 'Kalpana', 'searchablePreferredName': 'R. Kalpana', 'id': 37964796900}]",8422064,14-16 Dec. 2017,8441297,Distributed and Parallel Processing of Location based spatial query with Approximate Transformation,77,"Location Based Services is the popular and geo sensitive service implicated over the smart phone by the internet. Nowadays these systems find its own enhancement, as they are using device&#39;s real time geographical information to provide information and entertainment. It allows the user to get the response to the [::query::] based on their current location there by location becomes the most basic co...",Conferences,"['IOT', None]",MEDI
33,"[{'preferredName': 'Kenneth Fuglsang Christensen', 'normalizedName': 'K. F. Christensen', 'firstName': 'Kenneth Fuglsang', 'lastName': 'Christensen', 'searchablePreferredName': 'Kenneth Fuglsang Christensen', 'id': 37072378500}, {'preferredName': 'Lasse Linnerup Christiansen', 'normalizedName': 'L. L. Christiansen', 'firstName': 'Lasse Linnerup', 'lastName': 'Christiansen', 'searchablePreferredName': 'Lasse Linnerup Christiansen', 'id': 37072507600}, {'preferredName': 'Torben Bach Pedersen', 'normalizedName': 'T. B. Pedersen', 'firstName': 'Torben Bach', 'lastName': 'Pedersen', 'searchablePreferredName': 'Torben Bach Pedersen', 'id': 37269743300}, {'preferredName': 'Jeppe Pihl', 'normalizedName': 'J. Pihl', 'firstName': 'Jeppe', 'lastName': 'Pihl', 'searchablePreferredName': 'Jeppe Pihl', 'id': 37072487500}]",6568397,3-6 June 2013,6569159,FlowPredictor: Continuous Queries on Actual and Predicted Object Flow in Symbolic Space,55,"In this paper we demonstrate FlowPredictor, a novel Continuous [::Query::] Processing Framework (CQPF) for continuous [::query::] processing of the actual and predicted flow of receptor-based moving objects in a symbolic space covering both indoor and outdoor space. FlowPredictor enables spatiotemporal selection, aggregate, nested, and complex [::queries::] to be evaluated using novel algorithms. ...",Conferences,"[None, 'DNK', 'DNK', None]",MEDI
34,"[{'preferredName': 'Sucharitha Shetty', 'normalizedName': 'S. Shetty', 'firstName': 'Sucharitha', 'lastName': 'Shetty', 'searchablePreferredName': 'Sucharitha Shetty', 'id': 37089322027}, {'preferredName': 'B. Dinesh Rao', 'normalizedName': 'B. D. Rao', 'firstName': 'B. Dinesh', 'lastName': 'Rao', 'searchablePreferredName': 'B. Dinesh Rao', 'id': 37089322052}, {'preferredName': 'Srikanth Prabhu', 'normalizedName': 'S. Prabhu', 'firstName': 'Srikanth', 'lastName': 'Prabhu', 'searchablePreferredName': 'Srikanth Prabhu', 'id': 37085830888}]",6287639,2022,9718310,Query Dictionary for Frequent Non-Indexed Queries in HTAP Databases,617,The increasing demand for the simultaneous transaction and review of the data for either decision making or forecasting has created a need for faster and better Hybrid Transactional/Analytical Processing (HTAP). This paper emphasizes the speedup of Online Analytical Processing (OLAP) operations in an HTAP environment where analytical [::queries::] are mainly repetitive and contain non-indexed keys...,Journals,"['IOT', 'IOT', 'IOT']",MEDI
35,"[{'preferredName': 'Muhammad Shoaib', 'normalizedName': 'M. Shoaib', 'firstName': 'Muhammad', 'lastName': 'Shoaib', 'searchablePreferredName': 'Muhammad Shoaib', 'id': 37085521761}, {'preferredName': 'Amna Basharat', 'normalizedName': 'A. Basharat', 'firstName': 'Amna', 'lastName': 'Basharat', 'searchablePreferredName': 'Amna Basharat', 'id': 37531817100}]",6085647,16-18 May 2011,6086492,4th Generation Flexible Query Language for Ontology Querying,199,"Ontology has emerged as one of the rapidly growing method for meaningful knowledge representation. Realizing the potential of Semantic Web, Web Ontology Language (OWL) has provided a standard notation for creating Ontologies, while SWRL has provided the notation for defining rules to build new knowledge bases for the web applications. However, need for an efficient [::query::] Language for Ontolog...",Conferences,"['PAK', 'PAK']",MEDI
36,"[{'preferredName': 'Shilpa Sethi', 'normalizedName': 'S. Sethi', 'firstName': 'Shilpa', 'lastName': 'Sethi', 'searchablePreferredName': 'Shilpa Sethi', 'id': 38527435900}, {'preferredName': 'Ashutosh Dixit', 'normalizedName': 'A. Dixit', 'firstName': 'Ashutosh', 'lastName': 'Dixit', 'searchablePreferredName': 'Ashutosh Dixit', 'id': 37391530200}]",7589474,16-18 March 2016,7724897,An efficient personalized query suggestion technique for providing relevant results,85,"The key goal of every search engine is to provide the information according to user&#39;s need. To achieve this goal, it retrieves the documents from its database based on user&#39;s [::query::] keywords and applies sophisticated ranking algorithms to sort them. But unfortunately, user submits short, instant and ambiguous [::queries::] which sometimes are not enough to clearly specify its need. Due to whi...",Conferences,"['IOT', 'IOT']",MEDI
37,"[{'preferredName': 'Xueming Tang', 'normalizedName': 'X. Tang', 'firstName': 'Xueming', 'lastName': 'Tang', 'searchablePreferredName': 'Xueming Tang', 'id': 37089306226}, {'preferredName': 'Nan Wu', 'normalizedName': 'N. Wu', 'firstName': 'Nan', 'lastName': 'Wu', 'searchablePreferredName': 'Nan Wu', 'id': 37089307967}, {'preferredName': 'Ying Pan', 'normalizedName': 'Y. Pan', 'firstName': 'Ying', 'lastName': 'Pan', 'searchablePreferredName': 'Ying Pan', 'id': 37089208953}]",9712655,14-16 Jan. 2022,9712796,An Algebra Supporting Semantic Query for Graph Data Model,80,"Following the massive emergence of graph data such as the RDF graph and the knowledge graph, semantic [::query::] of graph data has become a research hotspot. However, most of the existing studies suffer from lower [::query::] efficiency of complex semantics and higher [::query::] rewriting cost, and so on. Moreover, these studies mainly improve the [::query::] efficiency of graph data from the ap...",Conferences,"['MYS', 'CHN', 'CHN']",MEDI
38,"[{'preferredName': 'Saima Ramzan', 'normalizedName': 'S. Ramzan', 'firstName': 'Saima', 'lastName': 'Ramzan', 'searchablePreferredName': 'Saima Ramzan', 'id': 37089295092}, {'preferredName': 'Fouzia Jabeen', 'normalizedName': 'F. Jabeen', 'firstName': 'Fouzia', 'lastName': 'Jabeen', 'searchablePreferredName': 'Fouzia Jabeen', 'id': 37086570776}, {'preferredName': 'Nasreen Anjum', 'normalizedName': 'N. Anjum', 'firstName': 'Nasreen', 'lastName': 'Anjum', 'searchablePreferredName': 'Nasreen Anjum', 'id': 37086275759}]",9698246,9-10 Dec. 2021,9698542,State of Art Approaches for Giving Related Items in Search Query,70,"Search [::queries::] are used to dig out needed information and are one of the most important factors in assessment of search engines results. Search [::queries::] are consisting of words, phrases and keywords etc. Related items in the form of different appropriate words that can be used in search [::query::] to enhance its precision. Enhancement is done in many ways like suggesting correct spelli...",Conferences,"[None, 'PAK', 'UKR']",MEDI
39,"[{'preferredName': 'Taewhi Lee', 'normalizedName': 'T. Lee', 'firstName': 'Taewhi', 'lastName': 'Lee', 'searchablePreferredName': 'Taewhi Lee', 'id': 37085897098}, {'preferredName': 'Choon Seo Park', 'normalizedName': 'C. S. Park', 'firstName': 'Choon Seo', 'lastName': 'Park', 'searchablePreferredName': 'Choon Seo Park', 'id': 37557136200}, {'preferredName': 'Kihyuk Nam', 'normalizedName': 'K. Nam', 'firstName': 'Kihyuk', 'lastName': 'Nam', 'searchablePreferredName': 'Kihyuk Nam', 'id': 37293047600}, {'preferredName': 'Sung-Soo Kim', 'normalizedName': 'S. -S. Kim', 'firstName': 'Sung-Soo', 'lastName': 'Kim', 'searchablePreferredName': 'Sung-Soo Kim', 'id': 37279270500}]",9954607,26-28 Oct. 2022,9954825,Query Transformation for Approximate Query Processing Using Synthetic Data from Deep Generative Models,104,"In exploratory data analysis, interactive latency can make a significant impact on the data exploration space and user productivity. To provide low latency for the aggregation [::query::], approximate [::query::] processing can be considered as a possible alternative. In this paper, we describe the transformation rules for processing approximation [::queries::]. We present the preliminary experime...",Conferences,"[None, 'PRK', 'PRK', None]",MEDI
40,"[{'preferredName': 'Shou-Meng Huang', 'normalizedName': 'S. -M. Huang', 'firstName': 'Shou-Meng', 'lastName': 'Huang', 'searchablePreferredName': 'Shou-Meng Huang', 'id': 37087129765}]",8931148,16-19 Aug. 2019,8938907,XML Query Optimization Model Based on Cost Operation,79,"Along with the development of XML database technology, the research on XML [::query::] optimization is increasing, but it is still the weak link of XML database. In this paper, we find out the atomic operation in the traditional [::query::] estimation model, and use the method based on statistical learning to find out the operating costs and the functional relationship between these factors. Final...",Conferences,['CHN'],MEDI
41,"[{'preferredName': 'Shariq Bashir', 'normalizedName': 'S. Bashir', 'firstName': 'Shariq', 'lastName': 'Bashir', 'searchablePreferredName': 'Shariq Bashir', 'id': 37089304660}, {'preferredName': 'Akmal Saeed Khattak', 'normalizedName': 'A. S. Khattak', 'firstName': 'Akmal Saeed', 'lastName': 'Khattak', 'searchablePreferredName': 'Akmal Saeed Khattak', 'id': 37086585019}]",6287639,2023,10011421,Private Web Search Using Proxy-Query Based Query Obfuscation Scheme,763,"People use web search engines to retrieve information from the world wide web. Search engines maintain [::query::] logs to refine retrieved information for personalized web search. The [::query::] log includes information of users, both sensitive and non-sensitive. If utilized against an individual, the [::query::] log may pose privacy concerns and reveal a lot of information about them. In recent...",Journals,"['BRN', 'PAK']",MEDI
42,"[{'preferredName': 'Nadra Tabassam', 'normalizedName': 'N. Tabassam', 'firstName': 'Nadra', 'lastName': 'Tabassam', 'searchablePreferredName': 'Nadra Tabassam', 'id': 37086244213}, {'preferredName': 'Roman Obermaisser', 'normalizedName': 'R. Obermaisser', 'firstName': 'Roman', 'lastName': 'Obermaisser', 'searchablePreferredName': 'Roman Obermaisser', 'id': 37298714500}]",8095148,24-26 July 2017,8104849,Class-based query-optimization for minimizing worst-case execution times of diagnostic queries in embedded real-time systems,133,Active diagnosis in real time embedded computer systems increases the overall reliability of the system by performing error detection and fault recovery. Real time databases and diagnostic [::queries::] are a common solution to realize active diagnosis. This paper presents a technique to optimize the diagnostic [::queries::] in a fault tolerant real time embedded system. A directed graph called th...,Conferences,"['DEU', 'DEU']",MEDI
